id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6556420,Nice room near Harvard Square,34289718,Sherry,,Cambridge Highlands,42.39178,-71.15617,Private room,94,2,131,2019-12-19,2.16,1,192
6599485,Cambridge  Harvard Comfortable Room,6438360,John,,Neighborhood Nine,42.38382,-71.13276,Private room,45,1,207,2020-03-23,3.51,2,79
6635782,Harvard Square: Historic & Cheerful,34732627,Hedy,,Agassiz,42.38058,-71.11711,Entire home/apt,275,5,27,2020-02-23,0.46,1,317
6660580,Warm and welcoming,34862036,Purnima,,Mid-Cambridge,42.37302,-71.103,Private room,88,1,124,2019-11-16,2.10,2,47
6662157,Sunny+Spacious +AC/walk to T Davis/Porter/Harvard,30719211,Zazy & Georges,,North Cambridge,42.39247,-71.132,Entire home/apt,395,2,138,2020-03-15,2.28,1,357
6702823,Guest room @ Harvard/MIT Central Sq,25012699,Amanda,,Mid-Cambridge,42.36884,-71.10341,Private room,85,1,51,2018-09-30,0.85,1,0
6759024,Modern Furnished 2-Bedroom Apt in Kendall Square,30283594,Global Luxury Suites,,East Cambridge,42.36299,-71.08356,Entire home/apt,259,91,5,2017-01-30,0.08,18,364
6761641,"Pet Friendly Flat, Relaxed & Cozy Near Radcliffe",3616967,Heather,,West Cambridge,42.37886,-71.12564,Entire home/apt,300,91,2,2019-08-24,0.05,2,358
6847242,Smack dab between Harvard+Porter 2,35879509,Connie,,Neighborhood Nine,42.38324,-71.12211,Private room,90,2,150,2020-03-01,2.58,2,178
6947733,Smack dab between Harvard + Porter!,35879509,Connie,,Neighborhood Nine,42.38299,-71.12278,Private room,90,2,187,2020-03-08,3.13,2,180
6949378,#Luxury Kendall Square Furnished 2BR Apartment,30283594,Global Luxury Suites,,East Cambridge,42.36469,-71.08274,Entire home/apt,179,91,17,2018-10-13,0.29,18,219
7007117,Room near Alewife Red Line T stop.,21745230,Jurek,,North Cambridge,42.39634,-71.13683,Private room,60,1,29,2020-04-25,0.49,7,365
7031423,Cambridge Cottage - Garden Room,34875728,Thadd,,Wellington-Harrington,42.37332,-71.09792,Private room,95,5,266,2020-03-16,4.46,2,173
7080737,WALK EVERYWHERE Heart of Harvard-MIT Private Room,3668535,S,,Riverside,42.37161,-71.11577,Private room,149,2,25,2019-10-27,0.42,4,90
7094503,"Steps away from Harvard, Inman Sq",34862036,Purnima,,Mid-Cambridge,42.37262,-71.10469,Private room,84,1,178,2019-11-15,3.01,2,54
7135000,"Good Location, Lovely room in Cambridge",6839881,Lisan,,Neighborhood Nine,42.38793,-71.12566,Private room,64,91,3,2019-06-02,0.14,9,365
7197629,Hidden Gem in Inman square! 1 Bed,25635490,Chau,,Wellington-Harrington,42.37328,-71.09618,Private room,50,1,0,,,1,83
7339046,"Large 1 Bedroom, Close to MIT",2356643,Voyage,,Mid-Cambridge,42.36807,-71.10787,Entire home/apt,120,28,107,2020-01-16,1.82,1,34
7369764,Cambridge Cottage - Library Room,34875728,Thadd,,Wellington-Harrington,42.37293,-71.09582,Private room,75,5,223,2020-03-14,3.86,2,174
7401198,Convenient & Cozy in Cambridgeport,90117,Poppy,,Cambridgeport,42.35821,-71.10592,Private room,110,2,71,2019-10-25,1.24,1,70
7415807,Cambridge Single Family -- Families and Pets!,4792976,Laurie,,North Cambridge,42.39418,-71.13269,Entire home/apt,495,5,2,2018-12-30,0.09,1,3
7522561,2Br Lux Apt near Fresh Pond/Harvard,21631889,Ling Yi,,Neighborhood Nine,42.38784,-71.14018,Entire home/apt,265,90,40,2019-10-26,0.68,15,180
7573492,Harvard Cambridge Large room,6438360,John,,Neighborhood Nine,42.38387,-71.13316,Private room,66,1,348,2020-03-23,6.02,2,4
7615984,Cozy & Stylish Retreat - Great Harvard Sq Location,1178288,Akiko,,Riverside,42.37014,-71.11444,Private room,125,2,187,2020-03-08,3.20,1,0
7729257,Big sunny artist's 1BR near Harvard,3402394,Case,,Mid-Cambridge,42.37453,-71.10589,Entire home/apt,120,32,58,2020-03-12,1.00,2,246
7741229,Cambridge Home,4197259,Assaf,,East Cambridge,42.37211,-71.0806,Entire home/apt,140,91,6,2018-10-29,0.10,1,0
7843046,"Your Own Private Bedroom, Bathroom AND Living Room",3917069,Karl,,North Cambridge,42.39409,-71.13035,Private room,129,1,156,2020-03-15,2.78,1,356
7872594,Charming 1 bed loft-Walk to Harvard,40531643,Dawn,,Mid-Cambridge,42.37537,-71.10695,Entire home/apt,125,100,24,2020-04-18,0.42,5,76
7881324,Bright Loft-Walk to Harvard,40531643,Dawn,,Mid-Cambridge,42.37344,-71.10484,Entire home/apt,200,90,18,2020-01-31,0.34,5,320
7883909,Walk to Harvard- modern studio,40531643,Dawn,,Mid-Cambridge,42.37515,-71.10507,Entire home/apt,155,95,16,2019-05-30,0.30,5,274
7884541,Stroll to Beautiful Harvard Square,40531643,Dawn,,Mid-Cambridge,42.37481,-71.10694,Entire home/apt,115,90,20,2019-09-01,0.37,5,365
7886699,New Modern Studio-Walk to Harvard,40531643,Dawn,,Mid-Cambridge,42.37338,-71.10689,Entire home/apt,175,90,24,2019-06-16,0.44,5,145
8025717,Large & Sunny Private Room!,42062511,Liz,,Riverside,42.37193,-71.11855,Private room,130,1,2,2016-04-03,0.04,1,364
8059830,2Br Harvard/Fresh Pond Lux Apt,21631889,Ling Yi,,Neighborhood Nine,42.38694,-71.14058,Entire home/apt,260,45,40,2019-06-29,0.71,15,73
8064408,Luxury Kendall Square Furnished 1-BR Apt,30283594,Global Luxury Suites,,East Cambridge,42.36394,-71.08414,Entire home/apt,249,91,6,2017-07-29,0.11,18,364
8064641,Lux Furnished 1-Bedroom Kendall Square Apt.,30283594,Global Luxury Suites,,East Cambridge,42.3639,-71.08305,Entire home/apt,209,30,5,2018-10-10,0.09,18,219
8100480,Mid-Cambridge Apt in Great location,16907229,Gina,,Mid-Cambridge,42.36964,-71.10745,Entire home/apt,109,29,60,2020-03-21,1.10,1,90
8129338,7 minute walk to Boston & subway,42927628,Gema,,East Cambridge,42.36941,-71.0836,Private room,95,2,187,2020-03-09,3.26,4,352
8151702,Top flr lux apt near MIT/Harvard,21631889,Ling Yi,,The Port,42.36922,-71.09638,Entire home/apt,290,90,65,2019-07-31,1.13,15,180
8272257,I. Magical Victorian Botanical MIT Harvard BioTech,10828030,Miranda,,The Port,42.36725,-71.09612,Private room,199,1,111,2019-11-01,1.94,5,360
8272315,II. Orchid Garden MIT Harvard BioTech w/parking,10828030,Miranda,,The Port,42.36702,-71.09606,Private room,129,1,77,2019-11-16,1.35,5,363
8308492,4BR+3BA: MIT/Harvard/Fenway Park/Longwood Med/BU,17476640,John / Evelyn,,Cambridgeport,42.36067,-71.11053,Entire home/apt,395,7,80,2020-03-10,1.42,3,90
8308744,"Private room and bath, walk to Harvard & MIT",43805765,Ruma,,Cambridgeport,42.36258,-71.11191,Private room,100,2,57,2020-02-11,1.17,1,291
8309612,III. Botanical Garden heart of MIT Harvard BioTech,10828030,Miranda,,The Port,42.36725,-71.09612,Private room,149,1,87,2020-03-08,1.53,5,363
8382466,"Cambridge near Harvard, MIT, BU, BC",44173387,Jonah,,Cambridgeport,42.35813,-71.11043,Entire home/apt,210,91,31,2019-09-30,0.55,2,0
8391615,Comfy Futon near Harvard & HBS,8490935,Comfy Futon By Harvard/MIT/Charles,,Riverside,42.36502,-71.1142,Private room,77,91,65,2019-11-27,1.14,1,0
8615648,Urban Retreat - 5 min walk from Central Sq!,11567003,Monta,,Mid-Cambridge,42.36905,-71.10661,Entire home/apt,150,5,145,2020-03-12,2.87,1,0
8653612,MIT/Harvard modern private comfort,45479494,Ellis,,East Cambridge,42.37264,-71.0819,Private room,109,91,30,2017-07-28,0.56,1,0
8732457,"Harvard Sq, front of Charles River! Elegant & New!",45819305,Fidel,,West Cambridge,42.37477,-71.12927,Entire home/apt,270,91,116,2018-10-22,2.06,1,180
8758789,PERFECT LOCATION (3 bdr/1.5 b) 5 min to Central Sq,22020193,Sharon,,The Port,42.36868,-71.09875,Entire home/apt,399,1,436,2020-03-16,7.78,1,323
8830728,New Gem at Harvard Square!,15941781,Harvard,,Mid-Cambridge,42.37256,-71.11499,Entire home/apt,320,91,14,2019-09-01,0.25,1,362
8866753,Lovely room: walk to  Harvard Square with parking,33317063,Hilary,,Mid-Cambridge,42.36919,-71.10927,Private room,85,2,227,2020-03-15,4.05,1,115
8988749,Private bedroom/office in Cambridge,44173387,Jonah,,Cambridgeport,42.35767,-71.11046,Private room,110,91,9,2019-11-10,0.17,2,365
9300963,"Tufts, MIT, Harvard, Davis & Porter Sq. Cambridge!",21103602,Mary Ann,,North Cambridge,42.39467,-71.1277,Entire home/apt,175,120,32,2019-08-06,0.59,2,309
9341968,"1BR duplex, walking distance to Harvard Sq.",33963271,Alena,,Neighborhood Nine,42.38364,-71.129,Entire home/apt,100,2,234,2020-02-23,4.34,1,357
9371115,ENJOY CAMBRIDGE THIS SUMMER AND BEYOND. SLEEPS 8+,42617851,Shahzad,,Agassiz,42.37826,-71.10929,Entire home/apt,499,91,2,2017-05-21,0.04,1,173
9371596,Large Room MIT/Harvard/Central Sq,26679127,Katie,,Cambridgeport,42.35827,-71.1066,Private room,80,91,45,2019-10-21,0.85,1,360
9729190,A Room at the Top (private entrance),2158200,Joan,,Neighborhood Nine,42.38584,-71.12584,Private room,125,4,71,2020-03-15,1.51,1,154
9790965,Cambridge Bed and Bath,50462187,Amy,,Neighborhood Nine,42.38701,-71.12753,Private room,90,1,166,2020-03-27,3.25,1,305
9832821,"Sunny, spacious 2BR w/roof deck near Harvard and T",50639730,Barbara,,Agassiz,42.38696,-71.11764,Private room,149,3,59,2020-01-22,2.37,1,0
9938323,One Bedroom Between Harvard & MIT (1562),51079261,Riverside,,Cambridgeport,42.36221,-71.09983,Private room,110,1,23,2019-05-23,0.45,47,36
9940633,Accommodates Five Close to MIT (15-4),51079261,Riverside,,The Port,42.36253,-71.09751,Entire home/apt,325,32,28,2019-07-18,0.53,47,0
9940720,One Bedroom Short Walk to Harvard (RM 10),51079261,Riverside,,Mid-Cambridge,42.3694,-71.10723,Private room,120,32,13,2019-11-12,0.26,47,35
9975650,"Spacious 1 BR, 1.5 bath. Central Sq",6357472,Layla,,Mid-Cambridge,42.3684,-71.1082,Entire home/apt,154,31,89,2020-02-29,1.70,1,81
10052642,Lux Furnished 1-Bedroom Cambridge Apartment!,30283594,Global Luxury Suites,,East Cambridge,42.36438,-71.08302,Entire home/apt,199,91,1,2016-10-08,0.02,18,184
10052826,Furnished LUX 1-Bedroom Cambridge Apartment!,30283594,Global Luxury Suites,,East Cambridge,42.36365,-71.08467,Entire home/apt,199,91,4,2018-04-28,0.09,18,184
10066136,Stylish 1Bed/1Bath with views in Kendall Square,30283594,Global Luxury Suites,,East Cambridge,42.36313,-71.0841,Entire home/apt,189,91,3,2018-03-17,0.07,18,364
10066362,Luxury Furnished 1-BR Kendall Square Apartment!,30283594,Global Luxury Suites,,East Cambridge,42.36432,-71.08225,Entire home/apt,299,91,3,2017-11-17,0.07,18,364
10068003,Luxury 2-Bedroom Kendall Square Apt. by MIT!,30283594,Global Luxury Suites,,East Cambridge,42.36399,-71.08431,Entire home/apt,229,91,5,2017-09-30,0.12,18,219
10068121,Furnished 2-Bedroom Kendall Square Apartment,30283594,Global Luxury Suites,,East Cambridge,42.36436,-71.0841,Entire home/apt,179,91,7,2019-08-05,0.16,18,219
10068220,Furnished 2BR Kendall Square Apt near MIT,30283594,Global Luxury Suites,,East Cambridge,42.36301,-71.08353,Entire home/apt,249,91,2,2017-12-09,0.04,18,364
10068492,Lux Furnished Kendall Square 2-Bedroom Apt,30283594,Global Luxury Suites,,East Cambridge,42.3634,-71.08377,Entire home/apt,249,91,10,2018-11-24,0.23,18,364
10138304,One Bedroom Close to MIT (1172),51079261,Riverside,,Cambridgeport,42.36208,-71.09963,Private room,110,32,34,2019-04-25,0.67,47,36
10138457,Accommodates Five Close to MIT (11-8),51079261,Riverside,,Cambridgeport,42.36192,-71.09827,Entire home/apt,325,32,28,2019-05-20,0.54,47,0
10138571,One Bedroom Close to MIT (1173),51079261,Riverside,,The Port,42.36202,-71.09788,Private room,110,32,51,2019-06-11,1.00,47,36
10152128,Room For Two Short Walk To Harvard (RM 11),51079261,Riverside,,Riverside,42.3678,-71.1082,Private room,120,32,24,2020-02-29,0.45,47,2
10152514,One Subway Stop to Harvard Two Stops to MIT (A),51079261,Riverside,,North Cambridge,42.3927,-71.12688,Private room,100,32,28,2019-11-29,0.65,47,35
10245993,Luxury Furnished Executive Suites,52660264,Timothy,,Cambridgeport,42.36039,-71.10038,Entire home/apt,179,30,52,2019-09-11,1.05,6,365
10355885,3BR/3BA Home@Harvard&MIT w/Parking,51536389,Amy & Jon,,Mid-Cambridge,42.37015,-71.1016,Entire home/apt,299,3,101,2020-02-17,1.90,3,352
10366230,2 BR/1 BA Apt between Harvard/MIT + Parking!,51536389,Amy & Jon,,Mid-Cambridge,42.37108,-71.10051,Entire home/apt,250,3,131,2019-12-30,2.55,3,358
10413061,2BR+2 BA Home between Harvard/MIT & Onsite Parking,51536389,Amy & Jon,,Mid-Cambridge,42.37154,-71.10045,Entire home/apt,299,4,86,2020-03-25,1.64,3,365
10545046,2 bedroom - 5 min walk to T stop,21745230,Jurek,,North Cambridge,42.39501,-71.13702,Entire home/apt,190,28,145,2020-02-17,2.90,7,328
10649456,Comfortable 2 bedroom apt,48583357,Cori,,East Cambridge,42.3724,-71.08051,Shared room,125,1,356,2020-03-09,6.92,1,328
10675072,"Clean, bright, fully furnished apt",54525537,Anthony,,North Cambridge,42.39764,-71.13282,Entire home/apt,131,2,88,2019-10-26,1.72,1,295
10918238,Accommodates Five Close to MIT (15-1),51079261,Riverside,,The Port,42.36216,-71.09788,Entire home/apt,325,32,30,2019-06-09,0.58,47,3
11041806,3 Bedroom Between Harvard & MIT (15-6),51079261,Riverside,,Cambridgeport,42.36218,-71.09951,Private room,275,32,18,2019-02-11,0.36,47,5
11084684,One BR near MIT/Kendall/Harvard,21631889,Ling Yi,,The Port,42.36795,-71.09861,Entire home/apt,220,90,45,2019-08-16,0.88,15,180
11127214,Entire condo short term rental. June 24- August 7,24918048,Darko,,Riverside,42.36239,-71.11353,Entire home/apt,100,14,6,2019-08-02,0.12,1,339
11172827,Cheerful 2 BR Grd Floor Apt June-August,13710243,Miriam,,North Cambridge,42.39059,-71.12419,Entire home/apt,160,30,29,2019-08-24,0.57,1,297
11298634,Spacious 2-Bedroom - Ideal Location in Cambridge,39633488,Dee,,Mid-Cambridge,42.3692,-71.10864,Entire home/apt,299,91,11,2016-10-13,0.22,1,364
11527263,"Funky art-filled, 1 BR APT in Cambridge-with cat!",8002183,Lisa,,Cambridgeport,42.36083,-71.10771,Entire home/apt,110,2,61,2020-03-08,1.19,1,0
11591537,"COMFORT/CONVENIENCE HARVARD U./MIT, 2BR 4 guests",61311093,Jean,,Riverside,42.36862,-71.11114,Private room,250,3,29,2019-10-24,0.58,2,85
11656940,sunny 2-level apt. near Harvard,61855782,Judy,,Agassiz,42.38558,-71.11735,Entire home/apt,190,3,58,2020-03-07,1.16,1,275
11836087,#1A - CAMBRiDGE HARVARD MiT LOCATION SPOTLESS 1BR!,81038,Louisa,,Mid-Cambridge,42.3677,-71.10584,Entire home/apt,119,2,108,2020-02-29,2.15,8,252
11867402,"Walk to Harvard, HBS,HLS, HKS, MIT",61311093,Jean,,Riverside,42.3669,-71.11338,Private room,160,4,21,2020-02-22,0.42,2,83
11944852,3Bdr with parking in West Cambridge,21631889,Ling Yi,,Neighborhood Nine,42.38606,-71.1384,Entire home/apt,280,90,51,2019-08-31,1.02,15,90
12038379,Charming apt easy walk to Harvard,1260886,Mimi And Brian,,Neighborhood Nine,42.38575,-71.1319,Entire home/apt,201,2,79,2020-03-16,1.58,2,365
12220649,Nice Space near Harvard University,65735793,Sheldon,,Mid-Cambridge,42.37205,-71.10695,Private room,48,1,352,2020-03-06,7.01,2,62
12231967,Elegant Apartment Harvard Square,65734941,Claudio,,Mid-Cambridge,42.37257,-71.10967,Entire home/apt,390,91,27,2019-06-02,0.55,1,1
12309052,"Stunning, Modern, and Open west Cambridge Home",9575950,Darren,,West Cambridge,42.38152,-71.14257,Entire home/apt,500,91,5,2017-06-30,0.11,1,364
12318450,Private studio by MIT/Harvard/BU/Fenway w/parking,66604416,Toby & Quinn,,Cambridgeport,42.35692,-71.10983,Entire home/apt,100,1,391,2020-05-12,8.06,4,109
12345098,Beautiful Studio near Harvard,5295828,Yirong,,Neighborhood Nine,42.38322,-71.13159,Entire home/apt,150,91,25,2019-08-08,0.51,1,0
12398544,Accommodates Six Close to MIT (15-3),51079261,Riverside,,Cambridgeport,42.36056,-71.09975,Entire home/apt,350,32,13,2019-06-09,0.28,47,0
12422422,One Bedroom Close to MIT (1183),51079261,Riverside,,Cambridgeport,42.36077,-71.09919,Private room,110,32,82,2019-10-25,1.68,47,36
12432434,2 Bed w/ Parking Two Blocks from Harvard,43450256,Steve,,Mid-Cambridge,42.37315,-71.11181,Entire home/apt,240,21,103,2020-03-11,2.06,15,16
12489082,Modern studio in Cambridge townhome,10069224,Daniel,,Cambridgeport,42.36234,-71.1105,Entire home/apt,175,2,285,2020-05-01,5.88,2,160
12507244,1 Bedroom near Harvard Square Cambridge,67730125,Anila,,Mid-Cambridge,42.37298,-71.10821,Entire home/apt,130,91,3,2016-07-22,0.06,8,364
12522168,Comfortable & Private 1 bed apt,67827905,Kay,,Mid-Cambridge,42.37205,-71.10033,Entire home/apt,115,91,3,2019-03-23,0.06,1,180
12532155,Nice space near Harvard University 2,65735793,Sheldon,,Mid-Cambridge,42.37143,-71.10732,Private room,70,1,163,2020-03-08,7.31,2,61
12678652,Spacious 3BR Apt near Harvard Sq & MIT,68892304,Kitty,,Strawberry Hill,42.37775,-71.1497,Entire home/apt,258,1,36,2020-03-13,0.73,7,305
12683483,Newly renovated 2BR apartment near MIT,21631889,Ling Yi,,The Port,42.36904,-71.09719,Entire home/apt,275,90,39,2019-01-01,0.85,15,154
12694481,Family-friendly place in Cambridge with park view,14586215,Niva,,Neighborhood Nine,42.38694,-71.12839,Entire home/apt,150,91,0,,,1,0
12733997,"Central Square Luxury Hi-Rise, With a View",52660264,Timothy,,Cambridgeport,42.35988,-71.10098,Entire home/apt,179,30,57,2019-08-11,1.16,6,365
12810652,Very close to Boston MIT Harvard MGH and subway,42927628,Gema,,East Cambridge,42.37185,-71.0836,Private room,90,2,100,2020-03-02,2.07,4,354
12827666,2 bedrooms 2.5 bath furnished apts Harvard  - MIT,67730125,Anila,,Mid-Cambridge,42.36991,-71.10747,Entire home/apt,150,91,3,2017-06-12,0.08,8,364
12903091,Comfortable Sunny Room in Cambridge,70690651,Ronald,,Strawberry Hill,42.38058,-71.15278,Private room,75,30,18,2020-03-19,0.49,3,365
12918434,Beautiful 4 Bed 2 Bath APT near Harvard and MIT,68892304,Kitty,,Strawberry Hill,42.37773,-71.1497,Entire home/apt,495,2,45,2019-12-29,0.92,7,357
12944416,"Massachusetts Avenue, Lux 1bd in Central Sq",22541573,Ken,,Cambridgeport,42.36366,-71.10392,Entire home/apt,194,91,4,2017-10-14,0.08,3,365
12985396,"Central Square Cambridge luxury 2 bed, 2 Bath",52660264,Timothy,,Cambridgeport,42.36079,-71.10242,Entire home/apt,200,30,63,2019-09-13,1.31,6,360
13002717,Typically Cambridge: Harvard/Porter,24871385,Christine,,Agassiz,42.38338,-71.11674,Private room,75,3,27,2020-01-27,0.55,1,263
13044207,Welcoming Cambridgeport Condo,39615440,Agnes,,Cambridgeport,42.35847,-71.1114,Private room,95,2,42,2018-11-11,0.90,1,0
13055504,Studio in Harvard Square Cambridge,67730125,Anila,,Mid-Cambridge,42.37164,-71.11098,Entire home/apt,110,91,9,2019-11-06,0.19,8,365
13073921,Beautiful private RM near Harvard,68892304,Kitty,,Strawberry Hill,42.37779,-71.14975,Private room,89,1,23,2020-03-01,0.50,7,116
13147180,Urban Oasis Near MIT & Harvard,3096821,Carolyn,,Cambridgeport,42.36345,-71.10153,Entire home/apt,175,32,38,2019-08-31,0.79,2,152
13156403,Cozy private RM near Harvard SQ,68892304,Kitty,,Strawberry Hill,42.37781,-71.14974,Private room,89,1,11,2019-11-27,0.23,7,72
13169496,2 full beds private RM near Harvard Sq. & MIT,68892304,Kitty,,Strawberry Hill,42.37779,-71.14976,Private room,75,1,22,2018-12-16,0.46,7,0
13169945,Sunny private RM near Harvard SQ,68892304,Kitty,,Strawberry Hill,42.37815,-71.1493,Private room,89,1,9,2020-02-12,0.20,7,268
13175406,Room with private bath/fridge/microwave 5 min to T,21745230,Jurek,,North Cambridge,42.39453,-71.13489,Private room,75,1,59,2019-08-23,1.22,7,86
13199285,"Beautiful and Artistic Private Flat, Inman Square",7566738,Yewona,,Mid-Cambridge,42.37381,-71.1018,Entire home/apt,129,91,44,2018-10-28,0.94,1,0
13202758,Studio with private Bath and Kitchen Harvard Sq.,67730125,Anila,,Mid-Cambridge,42.37095,-71.11121,Entire home/apt,110,91,4,2019-12-21,0.08,8,365
13203203,One Bedroom Close to MIT (1512),51079261,Riverside,,Cambridgeport,42.36122,-71.09978,Private room,120,1,93,2020-01-09,2.00,47,35
13209403,Central Sq - Near Harvard/MIT - Quiet with AC,74045635,Ian,,Cambridgeport,42.36284,-71.10346,Private room,60,91,17,2019-11-06,0.37,1,0
13231626,Accommodates Five Close to MIT (15-2),51079261,Riverside,,Cambridgeport,42.36094,-71.09797,Entire home/apt,325,32,3,2018-09-16,0.06,47,4
13281865,"3rd fl studio, excellent light, 1 stop to Harvard",9939488,Dan,,Neighborhood Nine,42.38898,-71.1275,Entire home/apt,60,91,3,2019-05-15,0.07,6,329
13294153,"Close to the subway, MGH, Harvard, MIT & Boston",42927628,Gema,,East Cambridge,42.37105,-71.08296,Private room,99,2,146,2020-03-07,3.01,4,357
13395069,"Modern Cambridge Condo, exceptionally located",35147028,Scott,,East Cambridge,42.37225,-71.0871,Entire home/apt,200,1,39,2019-10-27,0.82,1,0
13425602,A Studio with private Bath in Harvard Square,67730125,Anila,,Mid-Cambridge,42.37052,-71.11315,Entire home/apt,85,91,8,2019-04-21,0.17,8,365
13458825,1 bedroom apartment in Harvard Square Cambridge,67730125,Anila,,Mid-Cambridge,42.37174,-71.11097,Entire home/apt,130,91,1,2016-10-20,0.02,8,365
13522694,❤ of Cambridge | Walk Score 94 | Parking | W/D,36621692,Norma,,Riverside,42.36537,-71.10731,Entire home/apt,250,1,177,2020-03-09,4.29,1,170
13546773,Spacious Strawberry Hill Suite (West Cambridge),28611578,Jessica,,Strawberry Hill,42.37877,-71.15478,Entire home/apt,125,7,250,2020-04-28,5.57,1,8
13575646,"Welcoming, Spacious 3bed 2bath ★Trendy Townhome★",36635108,Jenn,,Wellington-Harrington,42.37369,-71.10036,Entire home/apt,190,2,210,2020-03-16,4.63,1,154
13586974,Beta Room @ CCVP in Harvard Square,78459716,Charles,,Mid-Cambridge,42.37139,-71.11386,Private room,75,1,239,2020-03-15,5.03,4,328
13600523,Sigma Room @ CCVP in Harvard Square,78459716,Charles,,Riverside,42.36878,-71.11355,Private room,75,1,206,2020-03-19,4.40,4,360
13617148,"Classy Cambridge 2BD--Harvard, MIT, Kendall,Boston",45016784,Yan,,Wellington-Harrington,42.3711,-71.0888,Entire home/apt,145,30,246,2020-04-02,5.14,7,74
13653574,9th Floor Luxury Corporate Suite with BostonView,52660264,Timothy,,Cambridgeport,42.35988,-71.10098,Entire home/apt,179,30,27,2019-08-24,0.58,6,365
13683876,"Modern, spacious 1Bed/1Bath in Kendall Square!",30283594,Global Luxury Suites,,East Cambridge,42.36231,-71.08307,Entire home/apt,219,91,4,2017-08-25,0.09,18,358
13710379,The Traveler's Heaven! Near Harvard/MIT/MGH/Hult,33163628,Jason,,East Cambridge,42.37294,-71.0836,Private room,165,3,122,2020-03-08,2.66,1,0
13729763,"Quiet flat, close to everything",26680937,Mimi,,The Port,42.3667,-71.09792,Entire home/apt,150,5,6,2019-04-19,0.13,2,0
13770887,Entire Apt - Great Cambridge Lctn,41069531,Taha,,Mid-Cambridge,42.36911,-71.10756,Entire home/apt,179,91,12,2019-07-19,0.26,1,0
13789049,Large bedroom with bay windows near Harvard Sq,81016862,Gaytri,,Neighborhood Nine,42.38373,-71.13312,Private room,95,91,33,2019-11-15,2.27,4,88
13893163,Large 1 BD Apartment near Harvard,1411717,Robbie,,Agassiz,42.37765,-71.10972,Entire home/apt,145,7,204,2020-04-30,4.37,2,154
13953617,Studio-type room  w private bathroom CBM,12576232,Thomas,,The Port,42.36972,-71.09729,Entire home/apt,90,32,39,2019-12-21,0.86,4,365
13971507,"Modern, Private Studio in Inman Sq., Cambridge",83305489,Nelson & Pauline,,Wellington-Harrington,42.37351,-71.10048,Entire home/apt,100,30,82,2020-02-17,1.77,1,306
14041853,"Central Cambridge, Good Accommodations",13646769,Nate,,The Port,42.36634,-71.09679,Private room,60,91,3,2018-09-26,0.06,1,0
14069570,Room Right in Harvard Square 哈佛客棧,82946167,Yuan,,Mid-Cambridge,42.37643,-71.11224,Private room,89,30,63,2020-02-17,1.58,5,92
14088030,Harvard/MIT Luxury 2 Bed/2.5 Bath,10069224,Daniel,,Cambridgeport,42.36064,-71.11208,Entire home/apt,300,2,175,2020-03-12,3.78,2,162
14142611,"Best Location! MIT, MGH, Harvard, Boston and the T",42927628,Gema,,East Cambridge,42.36997,-71.08263,Private room,117,2,74,2020-03-08,1.59,4,332
14154872,Charming apartment - Great location to MIT/Harvard,6940368,Attya,,Wellington-Harrington,42.37281,-71.09457,Private room,70,91,3,2016-09-18,0.07,1,0
14212774,One Bedroom Close to MIT (1542),51079261,Riverside,,The Port,42.3624,-71.09824,Private room,120,1,29,2020-01-31,0.64,47,2
14212880,One Bedroom Between Harvard & MIT (1563),51079261,Riverside,,Cambridgeport,42.36148,-71.09961,Private room,110,32,16,2019-05-21,0.37,47,0
14213983,"Great Cambridge studio, great Harvard sq location",1473780,Bernardo,,Riverside,42.36529,-71.114,Entire home/apt,135,91,10,2018-10-11,0.22,1,89
14229298,Sophisticated 1Bed/1Bath on the Charles River bank,30283594,Global Luxury Suites,,East Cambridge,42.36303,-71.08345,Entire home/apt,219,91,2,2018-12-22,0.05,18,213
14234360,Cambridge  Modern  House minutes from Boston,86548243,Tony,,East Cambridge,42.37299,-71.08184,Private room,88,2,26,2020-02-06,0.57,2,0
14251369,NEW SPACIOUS 2 BDR APT.  HARVARD - CENTRAL SQ/MIT,50669996,Shallu,,Cambridgeport,42.36364,-71.10494,Entire home/apt,225,91,131,2020-02-05,2.83,1,361
14313342,8th Floor Luxury One Bedroom with Fantastic View,52660264,Timothy,,Cambridgeport,42.36079,-71.10242,Entire home/apt,179,30,37,2019-08-30,0.83,6,89
14359574,Cozy Room near Harvard Square,70690651,Ronald,,Strawberry Hill,42.38014,-71.15379,Private room,60,30,30,2019-09-12,0.65,3,89
14436594,Charming 2 Bed/1.5 Bath located on Harvard Street!,79627,Greg,,Mid-Cambridge,42.36814,-71.10474,Entire home/apt,100,150,0,,,1,206
14449525,"Convenience, Cozy, and Free Parking",3603745,Leyla,,West Cambridge,42.37842,-71.14496,Entire home/apt,100,2,179,2020-04-17,3.93,1,320
14490684,Perfect location between Harvard and MIT,61322822,Ira,,Riverside,42.36213,-71.1158,Private room,70,91,6,2019-10-20,0.14,1,0
14503389,Alpha Room @ CCVP in Harvard Square,78459716,Charles,,Riverside,42.36914,-71.11435,Private room,75,1,220,2020-03-07,4.86,4,357
14521992,Harvard Square 1br,89743014,Samuel,,Mid-Cambridge,42.36995,-71.11071,Shared room,395,91,1,2016-09-15,0.02,1,365
